                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 1.2878,                 0.3665,                0.49992,                 5.3264,               0.003466,               0.003466,               0.003466
                     69,                 1.2752,                0.36617,                0.49943,                 5.3265,               0.003367,               0.003367,               0.003367
                     70,                 1.2324,                0.36748,                0.49992,                 5.3256,               0.003268,               0.003268,               0.003268
                     71,                 1.2321,                0.36797,                0.49975,                 5.3253,               0.003169,               0.003169,               0.003169
                     72,                  1.213,                0.36961,                0.49992,                 5.3245,                0.00307,                0.00307,                0.00307
                     73,                 1.1851,                 0.3701,                0.50172,                 5.3242,               0.002971,               0.002971,               0.002971
                     74,                 1.1757,                0.36846,                 0.5027,                 5.3241,               0.002872,               0.002872,               0.002872
                     75,                  1.144,                 0.3683,                0.50205,                  5.324,               0.002773,               0.002773,               0.002773
                     76,                 1.1342,                0.36797,                0.50221,                 5.3234,               0.002674,               0.002674,               0.002674
                     77,                 1.0905,                0.36896,                0.50238,                 5.3236,               0.002575,               0.002575,               0.002575
                     78,                 1.0988,                0.36978,                0.50221,                 5.3231,               0.002476,               0.002476,               0.002476
                     79,                 1.0592,                 0.3701,                0.50303,                 5.3227,               0.002377,               0.002377,               0.002377
                     80,                 1.0693,                0.37059,                0.50287,                 5.3224,               0.002278,               0.002278,               0.002278
                     81,                  1.054,                0.37059,                0.50221,                 5.3223,               0.002179,               0.002179,               0.002179
                     82,                 1.0296,                0.37174,                0.50188,                 5.3221,                0.00208,                0.00208,                0.00208
                     83,                 1.0024,                0.37207,                0.50238,                 5.3219,               0.001981,               0.001981,               0.001981
                     84,                0.98108,                0.37273,                0.50205,                 5.3217,               0.001882,               0.001882,               0.001882
                     85,                 0.9595,                0.37223,                0.50254,                 5.3216,               0.001783,               0.001783,               0.001783
                     86,                0.95505,                0.37273,                0.50156,                 5.3215,               0.001684,               0.001684,               0.001684
                     87,                0.92936,                0.37305,                0.50172,                 5.3209,               0.001585,               0.001585,               0.001585
                     88,                0.91119,                0.37404,                0.50172,                 5.3208,               0.001486,               0.001486,               0.001486
                     89,                0.89784,                0.37371,                0.50139,                 5.3208,               0.001387,               0.001387,               0.001387
                     90,                 0.8932,                0.37404,                0.50123,                 5.3206,               0.001288,               0.001288,               0.001288
