                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.12018,                0.86567,                      1,                0.65251,             0.00025454,             0.00025454,             0.00025454
                     68,                0.04337,                0.86567,                      1,                0.66813,             0.00024747,             0.00024747,             0.00024747
                     69,                0.06661,                0.89552,                      1,                 0.6499,              0.0002404,              0.0002404,              0.0002404
                     70,                0.07786,                0.91045,                      1,                0.65641,             0.00023334,             0.00023334,             0.00023334
                     71,                 0.0773,                 0.8806,                      1,                0.73665,             0.00022627,             0.00022627,             0.00022627
                     72,                0.13065,                 0.8806,                      1,                0.67757,              0.0002192,              0.0002192,              0.0002192
                     73,                0.11746,                 0.8806,                      1,                0.64518,             0.00021213,             0.00021213,             0.00021213
                     74,                 0.0474,                 0.8806,                      1,                 0.7347,             0.00020506,             0.00020506,             0.00020506
                     75,                0.16475,                 0.8806,                      1,                0.72673,             0.00019799,             0.00019799,             0.00019799
                     76,                0.19729,                 0.8806,                      1,                0.63981,             0.00019092,             0.00019092,             0.00019092
                     77,                0.07463,                0.89552,                      1,                0.64176,             0.00018385,             0.00018385,             0.00018385
                     78,                0.16132,                0.89552,                      1,                0.65218,             0.00017679,             0.00017679,             0.00017679
                     79,                0.10219,                 0.8806,                      1,                 0.6613,             0.00016972,             0.00016972,             0.00016972
                     80,                0.10159,                 0.8806,                      1,                0.64111,             0.00016265,             0.00016265,             0.00016265
                     81,                0.08252,                0.89552,                      1,                0.72705,             0.00015558,             0.00015558,             0.00015558
                     82,                0.16809,                 0.8806,                      1,                0.70785,             0.00014851,             0.00014851,             0.00014851
                     83,                0.05824,                0.89552,                      1,                0.64437,             0.00014144,             0.00014144,             0.00014144
                     84,                0.04266,                 0.8806,                      1,                0.65169,             0.00013437,             0.00013437,             0.00013437
                     85,                0.03797,                0.89552,                      1,                0.72152,             0.00012731,             0.00012731,             0.00012731
                     86,                0.08232,                0.89552,                      1,                0.66748,             0.00012024,             0.00012024,             0.00012024
                     87,                0.07566,                0.89552,                      1,                0.66048,             0.00011317,             0.00011317,             0.00011317
                     88,                0.11741,                0.91045,                      1,                0.74674,              0.0001061,              0.0001061,              0.0001061
                     89,                0.11379,                 0.8806,                      1,                0.64925,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.05167,                0.89552,                      1,                0.64421,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.08916,                0.89552,                      1,                0.67236,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.07059,                 0.8806,                      1,                0.78971,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.09159,                0.89552,                      1,                0.72721,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.11963,                 0.8806,                      1,                0.64062,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.12507,                 0.8806,                      1,                0.72298,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.09533,                0.86567,                      1,                0.73714,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.12348,                0.86567,                      1,                0.73405,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.03311,                 0.8806,                      1,                0.74121,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                0.13373,                 0.8806,                      1,                0.65837,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                0.11186,                 0.8806,                      1,                0.70199,             2.1277e-05,             2.1277e-05,             2.1277e-05
